epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
183,13523.4,0.87414,0.3442,0.89368,0.99597,0.99112,0.99474,0.78594,0.93277,0.32114,0.89128,0.000991,0.000991,0.000991
184,13596.9,0.87408,0.34268,0.89342,0.99615,0.99143,0.99476,0.78627,0.93278,0.32098,0.89129,0.0009415,0.0009415,0.0009415
185,13669.2,0.87144,0.34062,0.89252,0.99615,0.99142,0.99476,0.78647,0.93262,0.32087,0.89124,0.000892,0.000892,0.000892
186,13741.9,0.87048,0.34129,0.89177,0.99615,0.99127,0.99476,0.78642,0.93265,0.32082,0.89123,0.0008425,0.0008425,0.0008425
187,13815.6,0.86875,0.33935,0.8927,0.99615,0.99127,0.99476,0.78648,0.93261,0.32046,0.89122,0.000793,0.000793,0.000793
188,13889.2,0.86782,0.33861,0.89015,0.99615,0.99126,0.99476,0.78641,0.93266,0.32039,0.89123,0.0007435,0.0007435,0.0007435
189,13960.7,0.86984,0.33954,0.89137,0.99614,0.99125,0.99476,0.78617,0.93268,0.32034,0.89124,0.000694,0.000694,0.000694
190,14034.1,0.86761,0.33697,0.89259,0.99614,0.99125,0.99476,0.78619,0.93282,0.32057,0.89128,0.0006445,0.0006445,0.0006445
191,14124.9,0.859,0.31815,0.8916,0.99597,0.99125,0.99476,0.78628,0.93268,0.32017,0.8913,0.000595,0.000595,0.000595
192,14196.4,0.8526,0.31441,0.89153,0.99597,0.99135,0.99475,0.78631,0.93288,0.32002,0.8913,0.0005455,0.0005455,0.0005455
193,14269.1,0.84461,0.30999,0.88777,0.99613,0.99128,0.99475,0.78631,0.93281,0.32012,0.89131,0.000496,0.000496,0.000496
194,14342,0.84576,0.31143,0.88674,0.99615,0.99133,0.99475,0.78655,0.93271,0.32022,0.89132,0.0004465,0.0004465,0.0004465
195,14414,0.84216,0.30902,0.88862,0.99632,0.99135,0.99476,0.78611,0.9328,0.32016,0.89132,0.000397,0.000397,0.000397
196,14486.9,0.8404,0.30645,0.88794,0.99615,0.99136,0.99475,0.7863,0.93281,0.32007,0.89136,0.0003475,0.0003475,0.0003475
197,14560.6,0.83918,0.30619,0.88745,0.99615,0.99143,0.99475,0.78635,0.93277,0.32031,0.89135,0.000298,0.000298,0.000298
198,14631.5,0.83605,0.30286,0.88612,0.99615,0.99143,0.99475,0.78624,0.93293,0.32016,0.89139,0.0002485,0.0002485,0.0002485
199,14704.3,0.83097,0.30033,0.88479,0.99615,0.99147,0.99475,0.78612,0.93319,0.32019,0.89146,0.000199,0.000199,0.000199
200,14776.6,0.83087,0.30014,0.88653,0.99615,0.99151,0.99475,0.78636,0.93317,0.32031,0.8915,0.0001495,0.0001495,0.0001495
